Factura,fecha_emi,fecha_vto,Neto Gravado,Neto No Gravado,Importe Total,Razon Social
A 0003-00022251,2024-06-18,2024-07-03,82515.6000,0.0000,99843.880000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022251,2024-06-18,2024-07-03,110880.0000,0.0000,134164.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022251,2024-06-18,2024-07-03,44144.0000,0.0000,53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022251,2024-06-18,2024-07-03,29245.0000,0.0000,35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022251,2024-06-18,2024-07-03,123942.0000,0.0000,149969.820000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022251,2024-06-18,2024-07-03,229200.0000,0.0000,277332.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022261,2024-06-19,2024-07-04,1494214.8800,0.0000,1808000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022262,2024-06-19,2024-07-04,896528.9300,0.0000,1084800.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022314,2024-06-27,2024-07-12,1504066.1200,0.0000,1819920.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022335,2024-06-28,2024-07-13,1505983.4700,0.0000,1822240.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,377982.0000,0.0000,457358.220000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,164983.0000,0.0000,199629.430000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,111960.0000,0.0000,135471.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,44144.0000,0.0000,53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,29245.0000,0.0000,35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,101531.0000,0.0000,122852.510000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,916834.0000,0.0000,1109369.140000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,220314.0000,0.0000,266579.940000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022351,2024-07-02,2024-07-17,82578.5600,0.0000,99920.060000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001795,2024-07-02,2024-07-02,-220314.0000,0.0000,-266579.940000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001795,2024-07-02,2024-07-02,-82578.5600,0.0000,-99920.060000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022362,2024-07-02,2024-07-17,353151.0000,0.0000,427312.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022362,2024-07-02,2024-07-17,69524.0000,0.0000,84124.040000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022362,2024-07-02,2024-07-17,111960.0000,0.0000,135471.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022362,2024-07-02,2024-07-17,44144.0000,0.0000,53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022362,2024-07-02,2024-07-17,29245.0000,0.0000,35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022362,2024-07-02,2024-07-17,79459.0000,0.0000,96145.390000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001799,2024-07-05,2024-07-05,-353151.0000,0.0000,-427312.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001799,2024-07-05,2024-07-05,-69524.0000,0.0000,-84124.040000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001799,2024-07-05,2024-07-05,-111960.0000,0.0000,-135471.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001799,2024-07-05,2024-07-05,-44144.0000,0.0000,-53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001799,2024-07-05,2024-07-05,-29245.0000,0.0000,-35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001799,2024-07-05,2024-07-05,-79459.0000,0.0000,-96145.390000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022381,2024-07-05,2024-07-20,353151.0000,0.0000,427312.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022381,2024-07-05,2024-07-20,69524.0000,0.0000,84124.040000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022381,2024-07-05,2024-07-20,111960.0000,0.0000,135471.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022381,2024-07-05,2024-07-20,44144.0000,0.0000,53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022381,2024-07-05,2024-07-20,29245.0000,0.0000,35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022381,2024-07-05,2024-07-20,79459.0000,0.0000,96145.390000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022381,2024-07-05,2024-07-20,827992.2100,0.0000,1001870.570000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,755964.0000,0.0000,914716.440000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,811568.0000,0.0000,981997.280000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,495093.6000,0.0000,599063.260000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,916800.0000,0.0000,1109328.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,247884.0000,0.0000,299939.640000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,225720.0000,0.0000,273121.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,58490.0000,0.0000,70772.900000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022489,2024-07-16,2024-07-31,88288.0000,0.0000,106828.480000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022491,2024-07-16,2024-07-31,912942.1500,0.0000,1104660.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022519,2024-07-18,2024-08-02,188460.0000,0.0000,228036.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022519,2024-07-18,2024-08-02,168086.0000,0.0000,203384.060000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022519,2024-07-18,2024-08-02,496600.0000,0.0000,600886.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022519,2024-07-18,2024-08-02,1986452.0000,0.0000,2403606.920000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022519,2024-07-18,2024-08-02,123942.0000,0.0000,149969.820000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022519,2024-07-18,2024-08-02,496600.0000,0.0000,600886.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,353151.0000,0.0000,427312.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,284049.0000,0.0000,343699.290000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,199412.7000,0.0000,241289.370000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,113500.0000,0.0000,137335.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,44144.0000,0.0000,53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,29245.0000,0.0000,35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,123942.0000,0.0000,149969.820000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,229200.0000,0.0000,277332.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022521,2024-07-18,2024-08-02,171074.3900,0.0000,207000.010000000,LIFT VAN INT. CO S.A                                                            
